Cherry_A_timestamp	Cherry_A_symbol	Cherry_A_timeframe	Cherry_A_close	Cherry_A_Base_FL	Cherry_A_UOEDT	Cherry_A_LOEDT	Cherry_A_horiz_high_map	Cherry_A_horiz_low_map	Cherry_A_ssa	Cherry_A_ema_ssa	Cherry_A_crossing
1780056840	XAUUSD	M5	4500.90						4510.79693107	4510.79693107	0
1780057140	XAUUSD	M5	4508.78						4512.24831932	4511.52262520	1
1780057440	XAUUSD	M5	4515.01						4512.45454439	4511.98858479	0
1780057740	XAUUSD	M5	4518.56				4520.75000		4511.53514400	4511.76186439	1
1780058040	XAUUSD	M5	4512.77						4509.83486557	4510.79836498	0
1780058340	XAUUSD	M5	4505.50						4508.16228520	4509.48032509	0
1780058640	XAUUSD	M5	4504.25						4507.01138348	4508.24585428	0
1780058940	XAUUSD	M5	4507.06						4506.37242139	4507.30913784	0
1780059240	XAUUSD	M5	4506.37						4506.03967181	4506.67440482	0
1780059540	XAUUSD	M5	4502.10						4505.95463425	4506.31451954	0
1780059840	XAUUSD	M5	4506.03						4506.12867195	4506.22159574	0
1780060140	XAUUSD	M5	4506.47						4506.29308203	4506.25733889	1
1780060440	XAUUSD	M5	4510.81						4506.36535131	4506.31134510	0
1780060740	XAUUSD	M5	4505.80						4506.22296642	4506.26715576	1
1780061040	XAUUSD	M5	4506.83						4506.02599591	4506.14657584	0
1780061340	XAUUSD	M5	4505.83						4505.79472501	4505.97065042	0
1780061640	XAUUSD	M5	4504.64						4505.59102191	4505.78083617	0
1780061940	XAUUSD	M5	4502.98						4505.43969011	4505.61026314	0
1780062240	XAUUSD	M5	4504.00						4505.31607951	4505.46317132	0
1780062540	XAUUSD	M5	4506.21						4505.12400709	4505.29358921	0
1780062840	XAUUSD	M5	4505.00						4504.73328754	4505.01343837	0
1780063140	XAUUSD	M5	4506.39						4504.08841814	4504.55092826	0
1780063440	XAUUSD	M5	4503.31						4503.14033304	4503.84563065	0
1780063740	XAUUSD	M5	4501.72						4501.96622330	4502.90592697	0
1780064040	XAUUSD	M5	4501.64						4500.66577517	4501.78585107	0
1780064340	XAUUSD	M5	4498.22						4499.35521401	4500.57053254	0
1780064640	XAUUSD	M5	4496.29						4498.20743304	4499.38898279	0
1780064940	XAUUSD	M5	4496.51						4497.34450652	4498.36674466	0
1780065240	XAUUSD	M5	4498.38						4496.82607980	4497.59641223	0
1780065540	XAUUSD	M5	4496.95						4496.64044677	4497.11842950	0
1780065840	XAUUSD	M5	4497.40						4496.81276253	4496.96559601	0
1780066140	XAUUSD	M5	4496.27					4494.93000	4497.30214903	4497.13387252	1
1780066440	XAUUSD	M5	4498.26						4498.07461953	4497.60424603	0
1780066740	XAUUSD	M5	4499.93						4499.02535859	4498.31480231	0
1780067040	XAUUSD	M5	4499.79						4500.07983355	4499.19731793	0
1780067340	XAUUSD	M5	4501.44						4501.22075387	4500.20903590	0
1780067640	XAUUSD	M5	4502.66						4502.41121036	4501.31012313	0
1780067940	XAUUSD	M5	4503.27						4503.61824808	4502.46418560	0
1780068240	XAUUSD	M5	4502.39						4504.81993465	4503.64206013	0
1780068540	XAUUSD	M5	4504.67						4506.02450132	4504.83328072	0
1780068840	XAUUSD	M5	4510.57						4507.17079436	4506.00203754	0
1780069140	XAUUSD	M5	4509.10						4508.11664929	4507.05934341	0
1780069440	XAUUSD	M5	4508.89						4508.91528766	4507.98731554	0
1780069740	XAUUSD	M5	4509.76						4509.61248873	4508.79990213	0
1780070040	XAUUSD	M5	4510.60						4510.23243608	4509.51616911	0
1780070340	XAUUSD	M5	4509.31						4510.77346869	4510.14481890	0
1780070640	XAUUSD	M5	4509.36						4511.24458379	4510.69470135	0
1780070940	XAUUSD	M5	4514.16						4511.58723475	4511.14096805	0
1780071240	XAUUSD	M5	4509.71						4511.61330634	4511.37713720	0
1780071540	XAUUSD	M5	4510.09						4511.35434281	4511.36574000	1
1780071840	XAUUSD	M5	4511.97						4510.79244882	4511.07909441	0
1780072140	XAUUSD	M5	4511.84						4509.95740358	4510.51824899	0
1780072440	XAUUSD	M5	4509.89						4509.00967150	4509.76396025	0
1780072740	XAUUSD	M5	4510.15						4508.21116253	4508.98756139	0
1780073040	XAUUSD	M5	4508.44						4507.77104198	4508.37930169	0
1780073340	XAUUSD	M5	4503.72						4507.88694709	4508.13312439	0
1780073640	XAUUSD	M5	4506.80						4508.71034354	4508.42173397	1
1780073940	XAUUSD	M5	4505.97						4510.07467649	4509.24820523	0
1780074240	XAUUSD	M5	4514.98						4511.78398659	4510.51609591	0
1780074540	XAUUSD	M5	4514.93						4513.37173062	4511.94391327	0
1780074840	XAUUSD	M5	4519.16						4514.62284023	4513.28337675	0
1780075140	XAUUSD	M5	4514.48						4515.34769336	4514.31553506	0
1780075440	XAUUSD	M5	4515.75						4515.70184718	4515.00869112	0
1780075740	XAUUSD	M5	4511.42						4515.82287191	4515.41578152	0
1780076040	XAUUSD	M5	4518.71						4516.02766199	4515.72172175	0
1780076340	XAUUSD	M5	4516.61						4516.34141386	4516.03156780	0
1780076640	XAUUSD	M5	4517.76						4516.90893142	4516.47024961	0
1780076940	XAUUSD	M5	4515.02						4517.67714951	4517.07369956	0
1780077240	XAUUSD	M5	4516.65						4518.56157695	4517.81763826	0
1780077540	XAUUSD	M5	4517.66						4519.31177460	4518.56470643	0
1780077840	XAUUSD	M5	4522.00						4519.70421924	4519.13446283	0
1780078140	XAUUSD	M5	4523.69						4519.53774538	4519.33610411	0
1780078440	XAUUSD	M5	4519.41						4518.82036746	4519.07823578	1
1780078740	XAUUSD	M5	4519.17						4517.85319338	4518.46571458	0
1780079040	XAUUSD	M5	4516.34						4516.94169720	4517.70370589	0
1780079340	XAUUSD	M5	4515.66						4516.45035161	4517.07702875	0
1780079640	XAUUSD	M5	4511.87						4516.60641675	4516.84172275	0
1780079940	XAUUSD	M5	4514.03						4517.55007840	4517.19590057	1
1780080240	XAUUSD	M5	4520.74						4519.09164357	4518.14377207	0
1780080540	XAUUSD	M5	4522.55						4520.79612068	4519.46994638	0
1780080840	XAUUSD	M5	4525.35						4522.26200419	4520.86597528	0
1780081140	XAUUSD	M5	4524.22						4523.09796950	4521.98197239	0
1780081440	XAUUSD	M5	4523.23						4523.12734489	4522.55465864	0
1780081740	XAUUSD	M5	4524.76						4522.33494680	4522.44480272	1
1780082040	XAUUSD	M5	4519.18						4520.80962980	4521.62721626	0
1780082340	XAUUSD	M5	4515.98						4518.91655773	4520.27188699	0
1780082640	XAUUSD	M5	4515.16						4517.01980939	4518.64584819	0
1780082940	XAUUSD	M5	4513.11						4515.39619379	4517.02102099	0
1780083240	XAUUSD	M5	4515.34						4514.26177476	4515.64139788	0
1780083540	XAUUSD	M5	4517.09						4513.62069658	4514.63104723	0
1780083840	XAUUSD	M5	4514.92						4513.40779775	4514.01942249	0
1780084140	XAUUSD	M5	4515.06						4513.59973525	4513.80957887	0
1780084440	XAUUSD	M5	4515.06						4514.12329011	4513.96643449	1
1780084740	XAUUSD	M5	4511.28						4514.92456081	4514.44549765	0
1780085040	XAUUSD	M5	4513.87					4510.03000	4516.07656286	4515.26103026	0
1780085340	XAUUSD	M5	4514.88						4517.52912195	4516.39507610	0
1780085640	XAUUSD	M5	4518.89						4519.29287313	4517.84397462	0
1780085940	XAUUSD	M5	4523.86						4521.29707377	4519.57052419	0
1780086240	XAUUSD	M5	4528.97						4523.42116683	4521.49584551	0
1780086540	XAUUSD	M5	4527.92						4525.49938037	4523.49761294	0
1780086840	XAUUSD	M5	4522.69						4527.47400261	4525.48580777	0
1780087140	XAUUSD	M5	4528.85						4529.33681746	4527.41131262	0
1780087440	XAUUSD	M5	4528.60						4530.80413508	4529.10772385	0
1780087740	XAUUSD	M5	4528.82						4531.76733278	4530.43752831	0
1780088040	XAUUSD	M5	4532.38						4532.14585168	4531.29169000	0
1780088340	XAUUSD	M5	4537.20						4531.87195806	4531.58182403	0
1780088640	XAUUSD	M5	4532.70						4530.95585735	4531.26884069	1
1780088940	XAUUSD	M5	4531.09						4529.73859361	4530.50371715	0
1780089240	XAUUSD	M5	4526.02						4528.55839325	4529.53105520	0
1780089540	XAUUSD	M5	4526.45						4527.83698752	4528.68402136	0
1780089840	XAUUSD	M5	4528.54						4527.81057093	4528.24729615	0
1780090140	XAUUSD	M5	4526.76						4528.56247030	4528.40488322	1
1780090440	XAUUSD	M5	4527.61						4530.11436789	4529.25962555	0
1780090740	XAUUSD	M5	4530.50						4532.27424282	4530.76693419	0
1780091040	XAUUSD	M5	4538.80						4534.68001191	4532.72347305	0
1780091340	XAUUSD	M5	4541.41				4543.31000		4536.80480933	4534.76414119	0
1780091640	XAUUSD	M5	4537.92						4538.27971316	4536.52192717	0
1780091940	XAUUSD	M5	4537.13						4538.97240269	4537.74716493	0
1780092240	XAUUSD	M5	4536.97						4538.81360440	4538.28038467	0
1780092540	XAUUSD	M5	4538.58						4537.84255176	4538.06146821	1
1780092840	XAUUSD	M5	4535.93						4536.18116327	4537.12131574	0
1780093140	XAUUSD	M5	4532.53						4534.14585989	4535.63358781	0
1780093440	XAUUSD	M5	4532.46						4532.09993418	4533.86676100	0
1780093740	XAUUSD	M5	4531.67						4530.32493712	4532.09584906	0
1780094040	XAUUSD	M5	4531.26						4529.06209797	4530.57897351	0
1780094340	XAUUSD	M5	4528.10						4528.44826353	4529.51361852	0
1780094640	XAUUSD	M5	4527.14						4528.57743032	4529.04552442	0
1780094940	XAUUSD	M5	4528.41						4529.35905326	4529.20228884	1
1780095240	XAUUSD	M5	4531.07						4530.54972859	4529.87600871	0
1780095540	XAUUSD	M5	4529.28						4531.80891862	4530.84246367	0
1780095840	XAUUSD	M5	4533.80						4532.86576759	4531.85411563	0
1780096140	XAUUSD	M5	4538.36						4533.32391840	4532.58901702	0
1780096440	XAUUSD	M5	4529.43						4532.84387499	4532.71644600	0
1780096740	XAUUSD	M5	4530.22						4531.51135915	4532.11390258	1
1780097040	XAUUSD	M5	4528.39						4529.35118042	4530.73254150	0
1780097340	XAUUSD	M5	4529.83						4526.58063447	4528.65658799	0
1780097640	XAUUSD	M5	4523.53						4523.48034063	4526.06846431	0
1780097940	XAUUSD	M5	4522.39						4520.57219809	4523.32033120	0
1780098240	XAUUSD	M5	4517.10						4518.25834910	4520.78934015	0
1780098540	XAUUSD	M5	4517.27						4516.93008958	4518.85971486	0
1780098840	XAUUSD	M5	4514.13					4512.71000	4516.68478581	4517.77225034	0
1780099140	XAUUSD	M5	4515.41						4517.49911736	4517.63568385	0
1780099440	XAUUSD	M5	4518.58						4519.07672933	4518.35620659	1
1780099740	XAUUSD	M5	4523.03						4520.96894697	4519.66257678	0
1780100040	XAUUSD	M5	4524.27						4522.69698444	4521.17978061	0
1780100340	XAUUSD	M5	4525.73						4523.95601057	4522.56789559	0
1780100640	XAUUSD	M5	4522.89						4524.64534154	4523.60661856	0
1780100940	XAUUSD	M5	4522.68						4524.99010460	4524.29836158	0
1780101240	XAUUSD	M5	4526.25						4525.33102043	4524.81469101	0
1780101540	XAUUSD	M5	4528.06						4526.00696978	4525.41083039	0
1780101840	XAUUSD	M5	4525.27						4527.36674615	4526.38878827	0
1780102140	XAUUSD	M5	4531.73						4529.71691641	4528.05285234	0
1780102440	XAUUSD	M5	4533.05						4532.90605966	4530.47945600	0
1780102740	XAUUSD	M5	4535.99						4536.61017226	4533.54481413	0
1780103040	XAUUSD	M5	4538.56						4540.23724260	4536.89102837	0
1780103340	XAUUSD	M5	4536.80						4543.09707391	4539.99405114	0
1780103640	XAUUSD	M5	4548.02						4544.65605778	4542.32505446	0
1780103940	XAUUSD	M5	4551.21						4544.31994001	4543.32249724	0
1780104240	XAUUSD	M5	4543.88						4542.07049718	4542.69649721	1
1780104540	XAUUSD	M5	4537.72						4538.58611920	4540.64130820	0
1780104840	XAUUSD	M5	4531.31						4534.90445985	4537.77288402	0
1780105140	XAUUSD	M5	4529.84						4532.24643166	4535.00965784	0
1780105440	XAUUSD	M5	4536.21						4531.66638500	4533.33802142	0
1780105740	XAUUSD	M5	4531.89						4533.77310954	4533.55556548	1
1780106040	XAUUSD	M5	4540.30						4538.94205065	4536.24880806	0
1780106340	XAUUSD	M5	4539.79						4546.73653589	4541.49267197	0
1780106640	XAUUSD	M5	4557.00						4556.42167928	4548.95717563	0
1780106940	XAUUSD	M5	4564.28						4566.54199485	4557.74958524	0
1780107240	XAUUSD	M5	4578.41						4575.77684711	4566.76321618	0
1780107540	XAUUSD	M5	4588.06						4582.83095302	4574.79708460	0
1780107840	XAUUSD	M5	4590.10				4595.19000		4586.89841865	4580.84775162	0
1780108140	XAUUSD	M5	4588.60						4587.85212854	4584.34994008	0
1780108440	XAUUSD	M5	4585.01						4586.11423470	4585.23208739	0
1780108740	XAUUSD	M5	4578.66						4582.50284010	4583.86746374	1
1780109040	XAUUSD	M5	4578.28						4578.04370036	4580.95558205	0
1780109340	XAUUSD	M5	4573.01						4573.57315385	4577.26436795	0
1780109640	XAUUSD	M5	4566.64						4569.82701131	4573.54568963	0
1780109940	XAUUSD	M5	4564.98						4567.26711050	4570.40640006	0
1780110240	XAUUSD	M5	4568.99						4565.93401682	4568.17020844	0
1780110540	XAUUSD	M5	4571.07						4565.49908465	4566.83464655	0
1780110840	XAUUSD	M5	4567.98						4565.56612322	4566.20038488	0
1780111140	XAUUSD	M5	4564.30						4565.86772023	4566.03405256	0
1780111440	XAUUSD	M5	4563.71						4566.22946978	4566.13176117	1
1780111740	XAUUSD	M5	4565.39						4566.52683978	4566.32930048	0
1780112040	XAUUSD	M5	4564.25						4566.68990458	4566.50960253	0
1780112340	XAUUSD	M5	4563.06						4566.77756298	4566.64358275	0
1780112640	XAUUSD	M5	4569.01						4566.88067831	4566.76213053	0
1780112940	XAUUSD	M5	4572.02						4566.90732175	4566.83472614	0
1780113240	XAUUSD	M5	4569.56						4566.82173669	4566.82823141	1
